trigrams_tweets,frequency,trigrams_reviews,frequency_reviews
,,"('video', 'new', 'update')",5
,,"('private', 'story', 'private')",5
,,"('also', 'new', 'update')",5
,,"('make', 'new', 'update')",5
,,"('new', 'update', 'look')",5
,,"('this', 'application', 'phone')",5
,,"('message', 'minute', 'ago')",5
,,"('this', 'application', 'new')",5
,,"('new', 'update', 'show')",5
,,"('not', 'send', 'anything')",5
,,"('bring', 'old', 'version')",5
,,"('change', 'friend', 'emosi')",5
,,"('this', 'application', 'also')",5
,,"('not', 'know', 'update')",5
,,"('soon', 'possible', 'love')",5
,,"('update', 'bad', 'not')",5
,,"('not', 'able', 'open')",5
,,"('roll', 'eye', 'please')",5
,,"('story', 'doe', 'not')",5
,,"('know', 'happened', 'this')",5
,,"('please', 'help', 'snapshot')",5
,,"('crash', 'everytime', 'open')",5
,,"('camera', 'quality', 'android')",5
,,"('not', 'open', 'snap')",5
,,"('put', 'camera', 'roll')",5
,,"('tired', 'this', 'application')",5
,,"('let', 'log', 'into')",5
,,"('application', 'would', 'not')",5
,,"('force', 'close', 'application')",5
,,"('not', 'edit', 'snap')",5
,,"('update', 'hate', 'new')",5
,,"('trying', 'take', 'picture')",5
,,"('story', 'not', 'see')",5
,,"('new', 'update', 'garbage')",5
,,"('message', 'please', 'fix')",5
,,"('get', 'stuck', 'not')",5
,,"('send', 'new', 'update')",5
,,"('update', 'really', 'bad')",5
,,"('fix', 'this', 'really')",5
,,"('camera', 'not', 'load')",5
,,"('issue', 'new', 'update')",5
,,"('wrong', 'new', 'update')",5
,,"('fixed', 'soon', 'possible')",5
,,"('save', 'photo', 'camera')",5
,,"('story', 'camera', 'roll')",5
,,"('never', 'this', 'problem')",5
,,"('worse', 'not', 'even')",5
,,"('love', 'using', 'snapshot')",5
,,"('open', 'snap', 'friend')",5
,,"('uninstaled', 'installed', 'application')",5
,,"('not', 'work', 'new')",5
,,"('update', 'not', 'make')",5
,,"('everything', 'else', 'work')",5
,,"('not', 'even', 'read')",5
,,"('even', 'read', 'message')",5
,,"('application', 'installed', 'application')",5
,,"('time', 'please', 'fix')",5
,,"('opened', 'snap', 'not')",5
,,"('please', 'sort', 'this')",5
,,"('make', 'new', 'account')",5
,,"('even', 'send', 'snap')",5
,,"('crashing', 'please', 'fix')",5
,,"('worst', 'application', 'in')",5
,,"('camera', 'quality', 'terrible')",5
,,"('application', 'play', 'store')",5
,,"('still', 'not', 'let')",5
,,"('ever', 'since', 'last')",5
,,"('snapshot', 'use', 'snapshot')",5
,,"('update', 'awful', 'not')",5
,,"('camera', 'roll', 'into')",5
,,"('really', 'like', 'this')",5
,,"('screen', 'turn', 'black')",5
,,"('time', 'send', 'snap')",5
,,"('sticker', 'doe', 'not')",5
,,"('properly', 'doe', 'not')",5
,,"('not', 'get', 'sound')",5
,,"('bug', 'not', 'fixed')",5
,,"('android', 'user', 'not')",5
,,"('not', 'even', 'know')",5
,,"('application', 'take', 'forever')",5
,,"('filter', 'doe', 'not')",5
,,"('snapshot', 'snapshot', 'doe')",5
,,"('load', 'please', 'fix')",5
,,"('worse', 'new', 'update')",5
,,"('story', 'not', 'let')",5
,,"('not', 'know', 'whats')",5
,,"('new', 'version', 'snapshot')",5
,,"('old', 'version', 'better')",5
,,"('this', 'application', 'like')",5
,,"('phone', 'not', 'mine')",5
,,"('updated', 'application', 'application')",5
,,"('one', 'star', 'because')",5
,,"('picture', 'new', 'update')",5
,,"('please', 'help', 'fix')",5
,,"('new', 'update', 'deleted')",5
,,"('say', 'new', 'update')",5
,,"('video', 'doe', 'not')",5
,,"('opened', 'message', 'minute')",5
,,"('this', 'love', 'snapshot')",5
,,"('application', 'love', 'snapshot')",5
,,"('back', 'old', 'update')",5
,,"('love', 'snapshot', 'snapshot')",5
,,"('not', 'fix', 'this')",5
,,"('gone', 'please', 'fix')",5
,,"('this', 'application', 'android')",5
,,"('this', 'because', 'this')",5
,,"('because', 'this', 'application')",5
,,"('really', 'annoying', 'please')",5
,,"('new', 'update', 'took')",5
,,"('not', 'good', 'not')",5
,,"('friend', 'story', 'not')",5
,,"('not', 'know', 'snapshot')",5
,,"('application', 'crash', 'every')",5
,,"('not', 'let', 'view')",5
,,"('suck', 'not', 'see')",5
,,"('love', 'application', 'not')",5
,,"('great', 'application', 'not')",5
,,"('use', 'snapshot', 'everyday')",5
,,"('not', 'save', 'snap')",5
,,"('say', 'snapshot', 'not')",5
,,"('new', 'snapshot', 'alpha')",5
,,"('update', 'suck', 'please')",5
,,"('this', 'application', 'say')",5
,,"('latest', 'update', 'worst')",5
,,"('back', 'into', 'account')",5
,,"('new', 'update', 'mean')",5
,,"('not', 'show', 'delivered')",5
,,"('not', 'getting', 'new')",5
,,"('slow', 'doe', 'not')",5
,,"('not', 'let', 'access')",5
,,"('not', 'let', 'change')",5
,,"('server', 'please', 'try')",5
,,"('snapshot', 'this', 'application')",5
,,"('not', 'work', 'snapshot')",5
,,"('doe', 'not', 'run')",5
,,"('not', 'let', 'add')",5
,,"('weird', 'new', 'update')",5
,,"('reason', 'new', 'update')",5
,,"('not', 'see', 'anyone')",5
,,"('not', 'use', 'snapshot')",5
,,"('still', 'not', 'fixed')",5
,,"('someone', 'opened', 'message')",5
,,"('photo', 'please', 'fix')",5
,,"('sent', 'two', 'hour')",5
,,"('two', 'hour', 'ago')",5
,,"('also', 'not', 'like')",5
,,"('since', 'update', 'snapshot')",5
,,"('new', 'update', 'give')",5
,,"('this', 'worst', 'application')",5
,,"('newest', 'update', 'not')",5
,,"('new', 'update', 'super')",5
,,"('eye', 'doe', 'not')",5
,,"('something', 'wrong', 'this')",5
,,"('eye', 'new', 'update')",5
,,"('picture', 'in', 'memory')",5
,,"('way', 'much', 'storage')",5
,,"('update', 'last', 'update')",5
,,"('video', 'take', 'forever')",5
,,"('flash', 'doe', 'not')",5
,,"('doe', 'not', 'take')",5
,,"('keep', 'saying', 'not')",5
,,"('anymore', 'this', 'application')",5
,,"('latest', 'update', 'still')",5
,,"('application', 'open', 'application')",5
,,"('doe', 'not', 'record')",5
,,"('recent', 'update', 'snapshot')",5
,,"('new', 'update', 'glitch')",5
,,"('not', 'update', 'snapshot')",5
,,"('new', 'gole', 'pixel')",5
,,"('especially', 'new', 'update')",5
,,"('whenever', 'try', 'open')",5
,,"('love', 'new', 'update')",5
,,"('soon', 'possible', 'snapshot')",5
,,"('not', 'work', 'please')",5
,,"('would', 'not', 'work')",5
,,"('huge', 'data', 'hog')",5
,,"('memory', 'not', 'see')",5
,,"('not', 'letting', 'log')",5
,,"('update', 'go', 'back')",5
,,"('not', 'get', 'this')",5
,,"('new', 'android', 'update')",5
,,"('back', 'old', 'font')",5
,,"('horrible', 'not', 'even')",5
,,"('font', 'went', 'back')",5
