tweet-id,timestamp,text,app_name,comment,bug_report,topic_distribution
1119845883657510913,2019-04-21 06:10:39,hello i am experiencing issue trying to report an abusive post bulling or harassment while blocked i fill in the form and have tried different browser unfortunately i ending up with the same error mesagei need help to make a report on facebok,facebook,"['experience', 'issue', 'try', 'report', 'abusive', 'post', 'bulling', 'harassment', 'block', 'fill', 'form', 'have', 'try', 'different', 'browser', 'unfortunately', 'end', 'error_message', 'need', 'help', 'make', 'report', 'facebook']",1,"[0.031272210376688, 0.054489457474532134, 0.021321961620469086, 0.021321961620469086, 0.0379057095475006, 0.021321961620469086, 0.031272210376688, 0.021321961620469086, 0.021321961620469086, 0.021321961620469086, 0.021321961620469086, 0.021321961620469086, 0.021321961620469086, 0.02795546079128169, 0.0760483297796731, 0.051172707889125826, 0.02298033641317224, 0.041222459132906904, 0.021321961620469086, 0.02298033641317224, 0.029613835583984845, 0.021321961620469086, 0.031272210376688, 0.021321961620469086, 0.021321961620469086, 0.021321961620469086, 0.04453920871831321, 0.021321961620469086, 0.022980336413172243, 0.022980336413172243, 0.021321961620469086, 0.0345889599620943, 0.03293058516939114, 0.021321961620469086, 0.021321961620469086]"
1119778447570669568,2019-04-21 01:42:41,nine day before the u election roger mcname went to mark zuckerberg and sheryl sandberg whom hed introduced back in and told them they had a problem,facebook,"['day', 'election', 'roger', 'mcnamee', 'go', 'mark_zuckerberg', 'sheryl', 'sandberg', 'introduce', 'back', 'tell', 'problem']",1,"[0.023419203747072594, 0.023419203747072594, 0.023419203747072594, 0.02888368462138954, 0.023419203747072594, 0.037991152745251104, 0.04163413999479573, 0.023419203747072594, 0.027062190996617226, 0.025240697371844912, 0.023419203747072594, 0.023419203747072594, 0.03252667187093417, 0.02524069737184491, 0.02888368462138954, 0.025240697371844912, 0.023419203747072594, 0.023419203747072594, 0.023419203747072594, 0.03252667187093417, 0.02524069737184491, 0.023419203747072594, 0.03616965912047879, 0.02524069737184491, 0.023419203747072594, 0.023419203747072594, 0.05620608899297424, 0.02524069737184491, 0.02524069737184491, 0.03616965912047879, 0.04163413999479573, 0.023419203747072594, 0.04892011449388498, 0.023419203747072594, 0.023419203747072594]"
1119771239801692160,2019-04-21 01:14:02,why do you allow hate speech the facebok post is back online with all its hate all need to manage this problem immediately,facebook,"['do', 'allow', 'hate_speech', 'fb', 'post', 'be', 'back', 'online', 'hate', 'need', 'manage', 'problem', 'immediately']",1,"[0.023419203747072594, 0.02524069737184491, 0.037991152745251104, 0.023419203747072594, 0.023419203747072594, 0.023419203747072594, 0.023419203747072594, 0.025240697371844912, 0.02524069737184491, 0.023419203747072594, 0.039812646370023415, 0.023419203747072594, 0.025240697371844912, 0.03434816549570647, 0.048920114493884996, 0.02888368462138954, 0.023419203747072594, 0.04892011449388498, 0.02888368462138954, 0.027062190996617226, 0.023419203747072594, 0.023419203747072594, 0.034348165495706476, 0.023419203747072594, 0.023419203747072594, 0.02524069737184491, 0.03799115274525109, 0.023419203747072594, 0.023419203747072594, 0.02524069737184491, 0.023419203747072594, 0.039812646370023415, 0.04345563361956804, 0.023419203747072594, 0.023419203747072594]"
1119770318342623232,2019-04-21 01:10:22,if i say sorry for sending family a private message of meme can you unground me please or atleast fix it so hour doe not equal till the rd or should i just move to twitter and let everyone else know that private message even between spouse are not private,facebook,"['say', 'sorry', 'send', 'family', 'private', 'message', 'meme', 'unground', 'atleast', 'fix', 'hour', 'do', 'not', 'equal', 'rd', 'move', 'twitter', 'let', 'everyone', 'else', 'know', 'private', 'message', 'even', 'spouse', 'not', 'private']",1,"[0.021645021645021648, 0.021645021645021648, 0.021645021645021648, 0.03342953342953344, 0.03174603174603175, 0.03679653679653679, 0.023328523328523334, 0.028379028379028386, 0.030062530062530065, 0.021645021645021648, 0.023328523328523334, 0.033429533429533434, 0.030062530062530065, 0.021645021645021648, 0.02332852332852333, 0.028379028379028386, 0.021645021645021648, 0.030062530062530072, 0.021645021645021648, 0.021645021645021648, 0.023328523328523334, 0.021645021645021648, 0.021645021645021648, 0.02332852332852333, 0.030062530062530065, 0.023328523328523334, 0.021645021645021648, 0.03511303511303511, 0.03848003848003848, 0.021645021645021648, 0.030062530062530065, 0.10245310245310248, 0.021645021645021648, 0.038480038480038475, 0.021645021645021648]"
1119769070432182273,2019-04-21 01:05:25,why is the application still not working day since updating it and all it doe on bith my ipad and iphone is crash i can only access message via desktop laptop browser,facebook,"['be', 'app', 'still', 'not', 'work', 'day', 'updating', 'do', 'bith', 'ipad', 'iphone', 'be', 'crash', 'access', 'message', 'desktop', 'laptop', 'browser']",1,"[0.022675736961451247, 0.024439405391786347, 0.04207608969513732, 0.04383975812547241, 0.022675736961451247, 0.02620307382212144, 0.022675736961451247, 0.022675736961451247, 0.022675736961451247, 0.022675736961451247, 0.024439405391786344, 0.022675736961451247, 0.02620307382212144, 0.022675736961451247, 0.03325774754346182, 0.08087679516250947, 0.024439405391786344, 0.022675736961451247, 0.03149407911312674, 0.022675736961451247, 0.024439405391786347, 0.03678508440413202, 0.024439405391786344, 0.02620307382212144, 0.03678508440413203, 0.03149407911312674, 0.033257747543461835, 0.022675736961451247, 0.024439405391786344, 0.024439405391786344, 0.022675736961451247, 0.038548752834467126, 0.022675736961451247, 0.024439405391786344, 0.022675736961451247]"
1114293092738314240,2019-04-05 22:25:50,fix the page manager application it crash a soon a you open it,facebook,"['fix', 'page', 'manager', 'app', 'crash', 'open']",1,"[0.025510204081632626, 0.025510204081632626, 0.05328798185941038, 0.025510204081632626, 0.025510204081632626, 0.02749433106575961, 0.025510204081632626, 0.025510204081632626, 0.041383219954648484, 0.025510204081632626, 0.04138321995464849, 0.025510204081632626, 0.025510204081632626, 0.025510204081632626, 0.025510204081632626, 0.025510204081632626, 0.04138321995464848, 0.027494331065759613, 0.02749433106575961, 0.025510204081632626, 0.025510204081632626, 0.025510204081632626, 0.025510204081632626, 0.033446712018140555, 0.025510204081632626, 0.025510204081632626, 0.025510204081632626, 0.025510204081632626, 0.025510204081632626, 0.025510204081632626, 0.025510204081632626, 0.025510204081632626, 0.025510204081632626, 0.025510204081632626, 0.043367346938775475]"
1114291440635478022,2019-04-05 22:19:16,is your company just a spam bot now when i unsubscribe from email for every category it doe not mean you should invent new category to email me about please introduce an unsubscribe all or i will report you for gdpr breach,facebook,"['be', 'company', 'spam', 'bot', 'unsubscribe', 'email', 'category', 'do', 'not', 'mean', 'invent', 'new', 'category', 'email', 'introduce', 'unsubscribe', 'ill', 'report', 'gdpr', 'breach']",1,"[0.022675736961451243, 0.022675736961451243, 0.02443940539178634, 0.03502141597379691, 0.022675736961451243, 0.022675736961451243, 0.022675736961451243, 0.026203073822121437, 0.022675736961451243, 0.0491307634164777, 0.02973041068279163, 0.022675736961451243, 0.0561854371378181, 0.022675736961451243, 0.022675736961451243, 0.022675736961451243, 0.022675736961451243, 0.022675736961451243, 0.02443940539178634, 0.02443940539178634, 0.03149407911312674, 0.022675736961451243, 0.022675736961451243, 0.022675736961451243, 0.022675736961451243, 0.022675736961451243, 0.03325774754346183, 0.022675736961451243, 0.022675736961451243, 0.09145880574452003, 0.04207608969513731, 0.022675736961451243, 0.022675736961451243, 0.022675736961451243, 0.03325774754346183]"
1114289286180945921,2019-04-05 22:10:42,hey i have reported a problem twice my birthday in the event page is blank please can you tell me how to fix,facebook,"['report', 'problem', 'twice', 'birthday', 'event', 'page', 'be', 'blank', 'tell', 'fix']",1,"[0.025062656641604012, 0.025062656641604012, 0.025062656641604012, 0.025062656641604012, 0.025062656641604012, 0.027011974380395435, 0.025062656641604012, 0.025062656641604012, 0.03675856307435256, 0.025062656641604012, 0.025062656641604012, 0.025062656641604012, 0.025062656641604012, 0.025062656641604012, 0.025062656641604012, 0.025062656641604012, 0.025062656641604012, 0.02896129211918686, 0.025062656641604012, 0.025062656641604012, 0.06989696463380676, 0.025062656641604012, 0.04260651629072682, 0.025062656641604012, 0.025062656641604012, 0.025062656641604012, 0.03480924533556113, 0.027011974380395435, 0.025062656641604012, 0.025062656641604012, 0.02896129211918686, 0.025062656641604012, 0.025062656641604012, 0.025062656641604012, 0.052353104984683936]"
1114281952138252289,2019-04-05 21:41:34,say its hate speech put the word wht and trash gether and blocked me frm posting but its okay a wht man threaten rape and murder me and hang my body on wall a a warning those coming the border and allow comment for a week mine lasted min,facebook,"['say', 'hate_speech', 'put', 'word', 'wht', 'trash', 'gether', 'block', 'frm', 'post', 'wht', 'man', 'threaten', 'rape', 'murder', 'hang', 'body', 'wall', 'warn', 'come', 'border', 'allow', 'comment', 'week', 'mine', 'last', 'min']",1,"[0.03978835978835979, 0.01904761904761905, 0.030899470899470906, 0.01904761904761905, 0.01904761904761905, 0.020529100529100532, 0.02052910052910053, 0.047195767195767215, 0.01904761904761905, 0.020529100529100532, 0.04571428571428573, 0.01904761904761905, 0.01904761904761905, 0.01904761904761905, 0.056084656084656105, 0.03534391534391535, 0.030899470899470906, 0.03238095238095239, 0.01904761904761905, 0.048677248677248694, 0.027936507936507943, 0.03830687830687832, 0.05015873015873018, 0.03238095238095239, 0.01904761904761905, 0.01904761904761905, 0.05312169312169314, 0.01904761904761905, 0.01904761904761905, 0.01904761904761905, 0.01904761904761905, 0.024973544973544978, 0.03978835978835979, 0.01904761904761905, 0.01904761904761905]"
1114271351148249088,2019-04-05 20:59:26,i hate this and it suck this is insipid and there not enough profanity invented to explain how bad this feature is and how badly you need to fire the person who invented it everyone know about messenger now scram,facebook,"['hate', 'suck', 'be', 'insipid', 'not', 'enough', 'profanity', 'invent', 'explain', 'bad', 'feature', 'be', 'badly', 'nee', 'fire', 'person', 'invent', 'everyone', 'know', 'messenger', 'scram', 'pic_twitter', 'com', 'cnmdwlpqsb']",1,"[0.023687423687423687, 0.03223443223443224, 0.023687423687423687, 0.04761904761904764, 0.023687423687423687, 0.05103785103785105, 0.023687423687423687, 0.023687423687423687, 0.03565323565323566, 0.023687423687423687, 0.02197802197802198, 0.02197802197802198, 0.02197802197802198, 0.02710622710622711, 0.02197802197802198, 0.03394383394383394, 0.02197802197802198, 0.05445665445665447, 0.02197802197802198, 0.028815628815628817, 0.03394383394383394, 0.02197802197802198, 0.03907203907203907, 0.02710622710622711, 0.023687423687423687, 0.02197802197802198, 0.02197802197802198, 0.02197802197802198, 0.025396825396825397, 0.02197802197802198, 0.027106227106227107, 0.03736263736263737, 0.023687423687423687, 0.03394383394383395, 0.03394383394383394]"
1114270916454813698,2019-04-05 20:57:43,why can not i see birthday under my event page anymore please help to fix,facebook,"['can', 'not', 'see', 'birthday', 'event', 'page', 'anymore', 'help', 'fix']",1,"[0.025974025974025983, 0.025974025974025983, 0.025974025974025983, 0.025974025974025983, 0.025974025974025983, 0.03203463203463205, 0.025974025974025983, 0.025974025974025983, 0.03607503607503609, 0.025974025974025983, 0.025974025974025983, 0.027994227994228002, 0.025974025974025983, 0.025974025974025983, 0.025974025974025983, 0.025974025974025983, 0.025974025974025983, 0.044155844155844164, 0.025974025974025983, 0.025974025974025983, 0.056277056277056314, 0.025974025974025983, 0.025974025974025983, 0.025974025974025983, 0.025974025974025983, 0.025974025974025983, 0.025974025974025983, 0.025974025974025983, 0.025974025974025983, 0.025974025974025983, 0.03001443001443002, 0.025974025974025983, 0.025974025974025983, 0.027994227994228002, 0.04415584415584418]"
1114238769836843008,2019-04-05 18:49:58,i have been suspended for over a week now today i go to facebok and when i tried to post i get a message about something i posted over a week ago telling someone what not do you have a real problem with individual who are extremely biased,facebook,"['have', 'be', 'suspend', 'week', 'today', 'go', 'facebook', 'try', 'post', 'get', 'message', 'something', 'post', 'week', 'ago', 'tell', 'someone', 'not', 'do', 'have', 'real', 'problem', 'individual', 'extremely', 'biased']",1,"[0.021645021645021644, 0.023328523328523327, 0.02837902837902838, 0.025012025012025013, 0.02332852332852333, 0.021645021645021644, 0.06373256373256374, 0.025012025012025017, 0.03006253006253007, 0.021645021645021644, 0.051948051948051965, 0.021645021645021644, 0.021645021645021644, 0.021645021645021644, 0.0367965367965368, 0.025012025012025013, 0.023328523328523327, 0.021645021645021644, 0.021645021645021644, 0.026695526695526692, 0.028379028379028382, 0.021645021645021644, 0.04521404521404521, 0.021645021645021644, 0.021645021645021644, 0.021645021645021644, 0.021645021645021644, 0.021645021645021644, 0.026695526695526692, 0.021645021645021644, 0.021645021645021644, 0.06878306878306881, 0.04353054353054352, 0.021645021645021644, 0.0367965367965368]"
1114213922234609666,2019-04-05 17:11:14,not letting me donate to facebok fundraiser because i amin a different country thats so fucked up fix this,facebook,"['not', 'let', 'donate', 'facebook', 'fundraiser', 'different', 'country', 'fuck', 'fix', 'pic_twitter', 'com', 'lz', 'tgd']",1,"[0.026096314231907447, 0.024213075060532684, 0.024213075060532684, 0.024213075060532684, 0.024213075060532684, 0.024213075060532684, 0.024213075060532684, 0.024213075060532684, 0.03927898843153079, 0.024213075060532684, 0.024213075060532684, 0.027979553403282214, 0.03362927091740651, 0.02609631423190745, 0.050578423459779386, 0.024213075060532684, 0.024213075060532684, 0.04116222760290557, 0.024213075060532684, 0.024213075060532684, 0.024213075060532684, 0.03551251008878127, 0.024213075060532684, 0.02986279257465698, 0.024213075060532684, 0.02986279257465698, 0.024213075060532684, 0.026096314231907447, 0.02609631423190745, 0.031746031746031744, 0.024213075060532684, 0.0562281409739037, 0.024213075060532684, 0.024213075060532684, 0.035512510088781264]"
1114208504322174976,2019-04-05 16:49:43,please go back to the blue the white literally hurt my eye so much i can not even tell you is this an issue with my personal facebok or a change you made,facebook,"['go', 'back', 'blue', 'white', 'literally', 'hurt', 'eye', 'much', 'can', 'not', 'even', 'tell', 'be', 'issue', 'personal', 'fb', 'change', 'make']",1,"[0.023041474654377885, 0.03737839221710191, 0.039170506912442414, 0.023041474654377885, 0.04633896569380442, 0.023041474654377885, 0.039170506912442414, 0.023041474654377885, 0.023041474654377885, 0.023041474654377885, 0.023041474654377885, 0.023041474654377885, 0.023041474654377885, 0.023041474654377885, 0.04813108038914492, 0.024833589349718386, 0.023041474654377885, 0.023041474654377885, 0.023041474654377885, 0.023041474654377885, 0.023041474654377885, 0.023041474654377885, 0.05171530977982593, 0.023041474654377885, 0.023041474654377885, 0.055299539170506944, 0.023041474654377885, 0.026625704045058894, 0.023041474654377885, 0.028417818740399396, 0.028417818740399392, 0.03737839221710191, 0.030209933435739893, 0.023041474654377885, 0.023041474654377885]"
1114198931607519232,2019-04-05 16:11:40,my issue is nowhere listed in any of your self help file and i can not find anywhere on facebok to send a support request to that anybody answer every single email i received from you has no reply for the return address,facebook,"['issue', 'be', 'nowhere', 'list', 'self', 'help', 'file', 'can', 'not', 'find', 'anywhere', 'facebook', 'send', 'support', 'request', 'anybody', 'answer', 'every_single', 'email', 'receive', 'reply', 'return', 'address']",1,"[0.021978021978021976, 0.06471306471306473, 0.03052503052503052, 0.021978021978021976, 0.021978021978021976, 0.023687423687423687, 0.021978021978021976, 0.03223443223443224, 0.025396825396825397, 0.021978021978021976, 0.021978021978021976, 0.03907203907203907, 0.05103785103785105, 0.03736263736263736, 0.05103785103785105, 0.021978021978021976, 0.023687423687423687, 0.023687423687423683, 0.021978021978021976, 0.021978021978021976, 0.035653235653235645, 0.021978021978021976, 0.047619047619047616, 0.023687423687423687, 0.021978021978021976, 0.021978021978021976, 0.021978021978021976, 0.04932844932844934, 0.021978021978021976, 0.021978021978021976, 0.021978021978021976, 0.023687423687423687, 0.021978021978021976, 0.021978021978021976, 0.021978021978021976]"
1114198393365106688,2019-04-05 16:09:32,dear facebok many of u are very frustrated about your apparent lack of desire to give u any real help or answer support request do you have an actual address that we can send a support request to and actually expect someone to answer it,facebook,"['dear', 'facebook', 'many', 'frustrate', 'apparent', 'lack', 'desire', 'give', 'real', 'help', 'answer', 'support', 'request', 'do', 'have', 'actual', 'address', 'send', 'support', 'request', 'actually', 'expect', 'someone', 'answer']",1,"[0.021008403361344536, 0.08146591970121382, 0.04388422035480859, 0.021008403361344536, 0.02917833800186741, 0.021008403361344536, 0.04878618113912232, 0.034080298786181136, 0.021008403361344536, 0.021008403361344536, 0.021008403361344536, 0.022642390289449112, 0.021008403361344536, 0.022642390289449112, 0.05532212885154062, 0.03571428571428571, 0.02264239028944911, 0.021008403361344536, 0.02917833800186741, 0.021008403361344536, 0.021008403361344536, 0.021008403361344536, 0.058590102707749774, 0.021008403361344536, 0.021008403361344536, 0.021008403361344536, 0.04225023342670402, 0.03081232492997199, 0.021008403361344536, 0.021008403361344536, 0.021008403361344536, 0.021008403361344536, 0.022642390289449112, 0.021008403361344536, 0.021008403361344536]"
