trigrams_tweets,frequency,trigrams_reviews,frequency_reviews
"('teen', 'drove', 'mph')",40.0,"('please', 'fix', 'this')",50
"('drove', 'mph', 'used')",40.0,"('this', 'new', 'update')",36
"('mph', 'used', 'snapchat')",40.0,"('doe', 'not', 'work')",32
"('crash', 'killed', 'friend')",40.0,"('new', 'update', 'not')",25
"('used', 'snapchat', 'in')",22.0,"('camera', 'zoomed', 'in')",22
"('snapchat', 'in', 'crash')",22.0,"('this', 'application', 'not')",19
"('in', 'crash', 'killed')",22.0,"('love', 'this', 'application')",18
"('killed', 'friend', 'going')",22.0,"('new', 'update', 'suck')",17
"('friend', 'going', 'prison')",22.0,"('filter', 'not', 'working')",17
"('georgia', 'teen', 'drove')",21.0,"('hate', 'new', 'update')",15
"('used', 'snapchat', 'crash')",18.0,"('since', 'last', 'update')",14
"('snapchat', 'crash', 'killed')",18.0,"('since', 'new', 'update')",14
"('killed', 'friend', 'pleads')",18.0,"('this', 'application', 'this')",13
"('friend', 'pleads', 'guilty')",18.0,"('front', 'facing', 'camera')",12
"('pleads', 'guilty', 'charge')",16.0,"('application', 'this', 'application')",12
"('guilty', 'charge', 'report')",15.0,"('doe', 'not', 'let')",11
"('reason', 'account', 'could')",10.0,"('application', 'doe', 'not')",10
"('account', 'could', 'locked')",10.0,"('camera', 'roll', 'eye')",8
"('could', 'locked', 'learn')",10.0,"('doe', 'not', 'even')",7
"('locked', 'learn', 'team')",10.0,"('front', 'camera', 'zoomed')",7
"('learn', 'team', 'snapchat')",10.0,"('snapshot', 'not', 'working')",7
"('team', 'snapchat', 'unable')",10.0,"('fix', 'this', 'issue')",7
"('snapchat', 'unable', 'unlock')",10.0,"('application', 'keep', 'crashing')",7
"('unable', 'unlock', 'account')",10.0,"('please', 'fix', 'soon')",7
"('unlock', 'account', 'this')",10.0,"('memory', 'camera', 'roll')",7
"('account', 'this', 'time')",10.0,"('screen', 'go', 'black')",7
"('this', 'time', 'seeing')",10.0,"('camera', 'doe', 'not')",6
"('time', 'seeing', 'generic')",10.0,"('use', 'this', 'application')",6
"('seeing', 'generic', 'login')",10.0,"('this', 'application', 'doe')",6
"('generic', 'login', 'error')",10.0,"('update', 'not', 'let')",6
"('login', 'error', 'message')",10.0,"('this', 'recent', 'update')",6
"('error', 'message', 'check')",10.0,"('not', 'go', 'away')",6
"('message', 'check', 'this')",10.0,"('save', 'whole', 'story')",6
"('check', 'this', 'link')",10.0,"('show', 'black', 'screen')",6
"('hey', 'reason', 'account')",8.0,"('new', 'update', 'bad')",6
"('see', 'error', 'message')",8.0,"('use', 'actual', 'camera')",6
"('select', 'account', 'login')",6.0,"('fix', 'this', 'problem')",6
"('account', 'login', 'see')",6.0,"('update', 'this', 'application')",6
"('login', 'see', 'error')",6.0,"('like', 'new', 'update')",6
"('ad', 'in', 'aps')",6.0,"('fix', 'soon', 'possible')",6
"('error', 'message', 'log')",5.0,"('not', 'post', 'video')",6
"('message', 'log', 'in')",5.0,"('doe', 'not', 'show')",6
"('charge', 'report', 'georgia')",5.0,"('worst', 'application', 'ever')",6
"('report', 'georgia', 'teen')",5.0,"('front', 'camera', 'zoom')",6
"('help', 'investigate', 'issue')",5.0,"('video', 'camera', 'roll')",6
"('team', 'get', 'back')",5.0,"('let', 'log', 'in')",6
,,"('ever', 'since', 'new')",6
,,"('snap', 'please', 'fix')",6
,,"('not', 'even', 'get')",5
,,"('using', 'this', 'application')",5
,,"('new', 'update', 'snapshot')",5
,,"('update', 'not', 'save')",5
,,"('snapshot', 'doe', 'not')",5
,,"('snap', 'story', 'not')",5
,,"('update', 'doe', 'not')",5
,,"('application', 'not', 'let')",5
,,"('hate', 'this', 'application')",5
,,"('not', 'working', 'not')",5
,,"('fix', 'this', 'soon')",5
,,"('update', 'front', 'camera')",5
,,"('front', 'camera', 'snapshot')",5
,,"('new', 'update', 'application')",5
,,"('not', 'even', 'open')",5
,,"('new', 'update', 'terrible')",5
,,"('not', 'let', 'open')",5
,,"('new', 'update', 'please')",5
,,"('not', 'send', 'message')",5
,,"('because', 'new', 'update')",5
,,"('new', 'update', 'keep')",5
,,"('new', 'update', 'new')",5
,,"('update', 'new', 'update')",5
,,"('still', 'doe', 'not')",5
,,"('fix', 'this', 'not')",5
,,"('really', 'zoomed', 'in')",5
,,"('not', 'view', 'story')",5
,,"('not', 'send', 'anything')",5
,,"('not', 'even', 'let')",5
,,"('saying', 'waiting', 'send')",5
,,"('picture', 'camera', 'roll')",5
,,"('like', 'this', 'application')",5
,,"('say', 'waiting', 'send')",5
,,"('application', 'new', 'update')",5
,,"('every', 'time', 'open')",5
