trigrams_tweets,frequency,trigrams_reviews,frequency_reviews
,,"('recent', 'update', 'snapshot')",6
,,"('open', 'new', 'update')",6
,,"('update', 'update', 'not')",6
,,"('sent', 'in', 'chat')",6
,,"('option', 'select', 'multiple')",6
,,"('multiple', 'snap', 'in')",6
,,"('samsung', 'galaxy', 'plus')",6
,,"('message', 'doe', 'not')",6
,,"('this', 'application', 'used')",6
,,"('let', 'unload', 'video')",6
,,"('unload', 'video', 'camera')",6
,,"('clear', 'cache', 'option')",6
,,"('until', 'recent', 'update')",6
,,"('snap', 'send', 'not')",6
,,"('say', 'new', 'update')",6
,,"('memory', 'anymore', 'not')",6
,,"('application', 'not', 'save')",6
,,"('new', 'update', 'making')",6
,,"('love', 'using', 'snapshot')",6
,,"('in', 'wrong', 'order')",6
,,"('make', 'new', 'update')",6
,,"('application', 'get', 'worse')",6
,,"('doe', 'not', 'load')",6
,,"('not', 'even', 'option')",6
,,"('waiting', 'send', 'not')",6
,,"('not', 'use', 'friend')",6
,,"('not', 'receive', 'notification')",6
,,"('front', 'camera', 'really')",6
,,"('able', 'see', 'streak')",6
,,"('front', 'camera', 'not')",6
,,"('let', 'see', 'memory')",6
,,"('able', 'send', 'message')",6
,,"('frustrating', 'please', 'fix')",6
,,"('snap', 'not', 'let')",6
,,"('delete', 'this', 'application')",6
,,"('still', 'not', 'work')",6
,,"('let', 'open', 'snap')",6
,,"('send', 'camera', 'roll')",6
,,"('this', 'application', 'great')",6
,,"('this', 'issue', 'not')",6
,,"('give', 'option', 'save')",6
,,"('update', 'not', 'edit')",6
,,"('this', 'application', 'get')",6
,,"('broke', 'not', 'fix')",6
,,"('update', 'doe', 'allow')",6
,,"('application', 'not', 'see')",6
,,"('update', 'newest', 'update')",6
,,"('not', 'able', 'use')",6
,,"('use', 'application', 'anymore')",6
,,"('latest', 'update', 'latest')",6
,,"('recent', 'update', 'application')",6
,,"('in', 'memory', 'also')",6
,,"('memory', 'also', 'not')",6
,,"('stop', 'using', 'snapshot')",6
,,"('friend', 'doe', 'not')",6
,,"('friend', 'new', 'update')",6
,,"('button', 'doe', 'not')",6
,,"('not', 'select', 'picture')",6
,,"('put', 'camera', 'roll')",6
,,"('longer', 'save', 'snap')",6
,,"('new', 'update', 'bug')",6
,,"('in', 'eye', 'not')",6
,,"('this', 'one', 'video')",6
,,"('photo', 'eye', 'camera')",6
,,"('saying', 'waiting', 'send')",6
,,"('chat', 'not', 'appear')",6
,,"('sends', 'one', 'picture')",6
,,"('roll', 'new', 'update')",5
,,"('tried', 'uninstaling', 'installing')",5
,,"('new', 'update', 'removed')",5
,,"('problem', 'recent', 'update')",5
,,"('video', 'message', 'not')",5
,,"('camera', 'roll', 'this')",5
,,"('anyone', 'else', 'having')",5
,,"('not', 'working', 'new')",5
,,"('working', 'new', 'update')",5
,,"('not', 'send', 'sometimes')",5
,,"('snap', 'not', 'work')",5
,,"('story', 'since', 'update')",5
,,"('great', 'application', 'not')",5
,,"('fix', 'not', 'even')",5
,,"('video', 'longer', 'second')",5
,,"('got', 'new', 'galaxy')",5
,,"('getting', 'worse', 'worse')",5
,,"('worse', 'every', 'time')",5
,,"('time', 'open', 'application')",5
,,"('new', 'update', 'message')",5
,,"('please', 'revert', 'back')",5
,,"('this', 'this', 'new')",5
,,"('fixed', 'soon', 'possible')",5
,,"('camera', 'really', 'zoomed')",5
,,"('used', 'snapshot', 'year')",5
,,"('not', 'send', 'notification')",5
,,"('this', 'application', 'even')",5
,,"('application', 'easy', 'use')",5
,,"('let', 'sign', 'in')",5
,,"('fix', 'this', 'fix')",5
,,"('new', 'update', 'one')",5
,,"('update', 'last', 'update')",5
,,"('not', 'receiving', 'notification')",5
,,"('take', 'picture', 'picture')",5
,,"('story', 'private', 'story')",5
,,"('until', 'new', 'update')",5
,,"('private', 'story', 'this')",5
,,"('use', 'front', 'facing')",5
,,"('make', 'lite', 'version')",5
,,"('new', 'version', 'not')",5
,,"('because', 'not', 'save')",5
,,"('soon', 'possible', 'snapshot')",5
,,"('back', 'old', 'update')",5
,,"('this', 'application', 'uninstaled')",5
,,"('old', 'snapshot', 'this')",5
,,"('put', 'picture', 'in')",5
,,"('new', 'phone', 'new')",5
,,"('need', 'go', 'back')",5
,,"('this', 'application', 'become')",5
,,"('this', 'application', 'crash')",5
,,"('trophy', 'new', 'update')",5
,,"('in', 'memory', 'please')",5
,,"('update', 'not', 'unload')",5
,,"('bitmojis', 'in', 'snap')",5
,,"('new', 'update', 'crash')",5
,,"('got', 'samsung', 'galaxy')",5
,,"('in', 'self', 'mode')",5
,,"('even', 'though', 'people')",5
,,"('not', 'working', 'well')",5
,,"('save', 'story', 'whole')",5
,,"('update', 'please', 'help')",5
,,"('send', 'snap', 'anyone')",5
,,"('photo', 'in', 'memory')",5
,,"('voice', 'note', 'not')",5
,,"('this', 'hate', 'new')",5
,,"('version', 'not', 'good')",5
,,"('message', 'not', 'sending')",5
,,"('update', 'made', 'everything')",5
,,"('story', 'in', 'one')",5
,,"('doe', 'let', 'save')",5
,,"('year', 'ago', 'memory')",5
,,"('still', 'not', 'working')",5
,,"('snapshot', 'not', 'save')",5
,,"('make', 'application', 'worse')",5
,,"('update', 'camera', 'quality')",5
,,"('hope', 'this', 'fixed')",5
,,"('go', 'back', 'last')",5
,,"('story', 'absolutely', 'useless')",5
,,"('update', 'terrible', 'update')",5
,,"('snap', 'chat', 'take')",5
,,"('please', 'fix', 'since')",5
,,"('into', 'eye', 'this')",5
,,"('not', 'this', 'application')",5
,,"('take', 'much', 'space')",5
,,"('doe', 'not', 'update')",5
,,"('not', 'post', 'private')",5
,,"('private', 'story', 'like')",5
,,"('time', 'not', 'even')",5
,,"('private', 'story', 'camera')",5
,,"('hope', 'snapshot', 'fix')",5
,,"('quality', 'android', 'phone')",5
,,"('front', 'camera', 'zoom')",5
,,"('not', 'letting', 'save')",5
,,"('this', 'started', 'happening')",5
,,"('not', 'move', 'thing')",5
,,"('load', 'snap', 'not')",5
,,"('did', 'not', 'send')",5
,,"('galaxy', 'please', 'fix')",5
,,"('please', 'change', 'new')",5
,,"('pic', 'in', 'eye')",5
,,"('memory', 'year', 'ago')",5
,,"('eye', 'not', 'select')",5
,,"('multiple', 'photo', 'camera')",5
,,"('send', 'message', 'message')",5
,,"('update', 'longer', 'save')",5
,,"('story', 'anymore', 'please')",5
,,"('love', 'snapshot', 'use')",5
,,"('in', 'chat', 'really')",5
,,"('samsung', 'front', 'camera')",5
,,"('not', 'let', 'play')",5
,,"('let', 'save', 'photo')",5
,,"('snap', 'last', 'update')",5
,,"('since', 'this', 'last')",5
,,"('please', 'help', 'snapshot')",5
,,"('update', 'really', 'really')",5
,,"('new', 'update', 'problem')",5
,,"('select', 'multiple', 'image')",5
,,"('bug', 'fix', 'not')",5
,,"('in', 'samsung', 'galaxy')",5
,,"('not', 'let', 'change')",5
,,"('eye', 'not', 'let')",5
,,"('snapshot', 'not', 'load')",5
,,"('new', 'update', 'every')",5
,,"('fix', 'not', 'save')",5
,,"('front', 'camera', 'galaxy')",5
,,"('snap', 'capture', 'failed')",5
,,"('high', 'speed', 'data')",5
,,"('not', 'post', 'video')",5
,,"('working', 'properly', 'this')",5
,,"('send', 'please', 'fix')",5
,,"('also', 'not', 'select')",5
,,"('not', 'happy', 'new')",5
,,"('happy', 'new', 'update')",5
,,"('bad', 'not', 'able')",5
,,"('please', 'fix', 'get')",5
,,"('application', 'not', 'good')",5
,,"('add', 'snap', 'story')",5
,,"('camera', 'please', 'fix')",5
,,"('application', 'take', 'much')",5
,,"('not', 'use', 'camera')",5
,,"('save', 'photo', 'eye')",5
,,"('newest', 'update', 'snapshot')",5
,,"('this', 'update', 'please')",5
,,"('save', 'photo', 'video')",5
,,"('new', 'update', 'actually')",5
,,"('roll', 'eye', 'also')",5
,,"('camera', 'roll', 'story')",5
,,"('let', 'post', 'anything')",5
,,"('anymore', 'not', 'even')",5
,,"('since', 'this', 'latest')",5
,,"('recent', 'update', 'please')",5
,,"('application', 'like', 'this')",5
,,"('not', 'work', 'this')",5
,,"('video', 'sent', 'in')",5
,,"('like', 'old', 'snapshot')",5
,,"('use', 'front', 'camera')",5
,,"('application', 'super', 'slow')",5
,,"('application', 'great', 'application')",5
,,"('everytime', 'open', 'application')",5
,,"('this', 'worst', 'update')",5
,,"('this', 'application', 'take')",5
,,"('notification', 'this', 'application')",5
,,"('update', 'unable', 'save')",5
,,"('video', 'this', 'application')",5
,,"('new', 'version', 'snapshot')",5
,,"('not', 'log', 'back')",5
,,"('slow', 'please', 'fix')",5
,,"('android', 'doe', 'not')",5
,,"('loved', 'this', 'application')",5
,,"('fix', 'android', 'quality')",5
,,"('update', 'not', 'change')",5
,,"('in', 'chat', 'please')",5
,,"('update', 'terrible', 'this')",5
,,"('this', 'newest', 'update')",5
,,"('story', 'individual', 'snap')",5
,,"('long', 'time', 'load')",5
,,"('samsung', 'galaxy', 'front')",5
,,"('not', 'connect', 'server')",5
,,"('picture', 'in', 'camera')",5
,,"('save', 'story', 'new')",5
,,"('update', 'not', 'find')",5
,,"('save', 'story', 'save')",5
,,"('snap', 'not', 'see')",5
,,"('pic', 'new', 'update')",5
,,"('new', 'update', 'int')",5
,,"('making', 'this', 'application')",5
,,"('time', 'this', 'application')",5
,,"('chat', 'new', 'update')",5
,,"('could', 'fix', 'this')",5
,,"('get', 'worse', 'every')",5
,,"('application', 'freeze', 'crash')",5
,,"('really', 'like', 'this')",5
,,"('in', 'memory', 'anymore')",5
,,"('picture', 'please', 'fix')",5
,,"('also', 'not', 'send')",5
,,"('save', 'snap', 'camera')",5
,,"('not', 'send', 'multiple')",5
,,"('slow', 'not', 'send')",5
,,"('log', 'in', 'this')",5
,,"('not', 'broken', 'not')",5
,,"('fix', 'not', 'broken')",5
,,"('update', 'made', 'this')",5
,,"('not', 'download', 'story')",5
,,"('every', 'time', 'send')",5
,,"('doe', 'not', 'save')",5
,,"('this', 'application', 'because')",5
,,"('would', 'go', 'back')",5
,,"('update', 'not', 'post')",5
,,"('story', 'not', 'see')",5
,,"('friend', 'please', 'fix')",5
,,"('application', 'ever', 'not')",5
,,"('solve', 'this', 'issue')",5
,,"('latest', 'update', 'made')",5
,,"('in', 'last', 'update')",5
,,"('this', 'update', 'terrible')",5
,,"('facing', 'camera', 'not')",5
,,"('never', 'problem', 'snapshot')",5
,,"('uninstaled', 'installed', 'application')",5
,,"('anything', 'new', 'update')",5
,,"('latest', 'update', 'suck')",5
,,"('not', 'make', 'sense')",5
,,"('roll', 'onto', 'private')",5
,,"('sign', 'back', 'in')",5
,,"('log', 'in', 'application')",5
,,"('take', 'lot', 'time')",5
,,"('like', 'snapshot', 'not')",5
,,"('story', 'not', 'like')",5
,,"('doe', 'not', 'support')",5
,,"('not', 'edit', 'snap')",5
,,"('video', 'in', 'chat')",5
,,"('not', 'sure', 'this')",5
,,"('fix', 'zoomed', 'in')",5
,,"('not', 'move', 'photo')",5
,,"('not', 'see', 'private')",5
,,"('post', 'whole', 'thing')",5
,,"('terrible', 'not', 'save')",5
,,"('update', 'really', 'annoying')",5
,,"('even', 'select', 'multiple')",5
,,"('let', 'take', 'picture')",5
,,"('able', 'save', 'entire')",5
,,"('update', 'feel', 'like')",5
,,"('save', 'picture', 'video')",5
,,"('not', 'broke', 'not')",5
,,"('not', 'find', 'option')",5
,,"('add', 'camera', 'roll')",5
,,"('snap', 'story', 'anymore')",5
,,"('application', 'use', 'this')",5
,,"('snapshot', 'stopped', 'working')",5
,,"('not', 'take', 'video')",5
,,"('could', 'not', 'even')",5
,,"('need', 'fixed', 'soon')",5
,,"('select', 'multiple', 'memory')",5
,,"('take', 'way', 'long')",5
,,"('new', 'update', 'could')",5
,,"('longer', 'able', 'save')",5
,,"('update', 'messed', 'everything')",5
,,"('kindly', 'fix', 'this')",5
,,"('soon', 'possible', 'please')",5
,,"('friend', 'not', 'see')",5
,,"('not', 'see', 'anything')",5
,,"('private', 'story', 'even')",5
,,"('in', 'touch', 'friend')",5
,,"('update', 'not', 'work')",5
,,"('update', 'completely', 'ruined')",5
,,"('doe', 'not', 'open')",5
,,"('not', 'load', 'anything')",5
,,"('get', 'rid', 'new')",5
,,"('march', 'th', 'update')",5
,,"('soon', 'possible', 'this')",5
,,"('could', 'not', 'send')",5
,,"('not', 'use', 'snapshot')",5
,,"('snap', 'message', 'not')",5
,,"('this', 'application', 'good')",5
,,"('this', 'application', 'sometimes')",5
,,"('posted', 'private', 'story')",5
,,"('please', 'help', 'tried')",5
,,"('not', 'let', 'use')",5
,,"('update', 'annoying', 'not')",5
,,"('update', 'unable', 'send')",5
,,"('never', 'this', 'problem')",5
,,"('failed', 'chat', 'not')",5
,,"('say', 'coming', 'soon')",5
,,"('able', 'select', 'multiple')",5
,,"('failed', 'message', 'not')",5
,,"('until', 'last', 'update')",5
,,"('sham', 'doe', 'not')",5
,,"('new', 'update', 'story')",5
,,"('doe', 'not', 'always')",5
,,"('not', 'put', 'picture')",5
,,"('zoomed', 'in', 'self')",5
,,"('snapshot', 'update', 'snapshot')",5
,,"('bring', 'back', 'option')",5
,,"('application', 'run', 'poorly')",5
