trigrams_tweets,frequency,trigrams_reviews,frequency_reviews
"('add', 'hope', 'this')",24.0,"('this', 'application', 'slow')",14
"('soon', 'possible', 'hey')",24.0,"('this', 'application', 'because')",14
"('please', 'note', 'snapchat')",23.0,"('this', 'application', 'doe')",14
"('please', 'dm', 'screnshot')",22.0,"('not', 'see', 'memory')",14
"('username', 'correctly', 'please')",21.0,"('please', 'fix', 'issue')",14
"('correctly', 'please', 'note')",21.0,"('filter', 'doe', 'not')",14
"('this', 'link', 'hi')",21.0,"('every', 'time', 'open')",13
"('really', 'need', 'fix')",19.0,"('new', 'update', 'bad')",13
"('fix', 'this', 'hey')",18.0,"('not', 'work', 'properly')",13
"('possible', 'hey', 'reason')",18.0,"('update', 'please', 'fix')",13
"('not', 'want', 'see')",17.0,"('hate', 'this', 'application')",13
"('fix', 'this', 'issue')",16.0,"('say', 'waiting', 'send')",13
"('this', 'link', 'please')",16.0,"('fix', 'this', 'this')",13
"('new', 'snapchat', 'filter')",16.0,"('in', 'this', 'application')",13
"('log', 'back', 'in')",15.0,"('like', 'new', 'update')",13
"('help', 'hey', 'reason')",15.0,"('snapshot', 'doe', 'not')",12
"('this', 'link', 'not')",15.0,"('not', 'even', 'see')",12
"('this', 'help', 'hey')",15.0,"('story', 'doe', 'not')",12
"('latest', 'version', 'application')",14.0,"('this', 'application', 'keep')",12
"('dm', 'screnshot', 'error')",14.0,"('zoomed', 'in', 'way')",12
"('yal', 'need', 'fix')",14.0,"('snapshot', 'not', 'working')",12
"('able', 'provide', 'support')",14.0,"('application', 'new', 'update')",12
"('provide', 'support', 'in')",14.0,"('would', 'not', 'let')",12
"('support', 'in', 'english')",14.0,"('not', 'let', 'add')",12
"('try', 'log', 'in')",13.0,"('did', 'not', 'fix')",12
"('link', 'snapchat', 'need')",13.0,"('gender', 'swap', 'filter')",12
"('fix', 'hey', 'reason')",13.0,"('anymore', 'please', 'fix')",11
"('this', 'time', 'able')",13.0,"('this', 'application', 'always')",11
"('time', 'able', 'provide')",13.0,"('fix', 'this', 'snapshot')",11
"('in', 'english', 'issue')",13.0,"('doe', 'not', 'save')",11
"('could', 'make', 'sure')",12.0,"('not', 'send', 'video')",11
"('make', 'sure', 'youre')",12.0,"('recent', 'update', 'not')",11
"('sure', 'youre', 'running')",12.0,"('annoying', 'please', 'fix')",11
"('youre', 'running', 'latest')",12.0,"('not', 'send', 'picture')",11
"('running', 'latest', 'version')",12.0,"('samsung', 'galaxy', 'note')",11
"('let', 'know', 'still')",12.0,"('not', 'able', 'see')",11
"('know', 'still', 'having')",12.0,"('please', 'fix', 'bug')",11
"('sorry', 'having', 'trouble')",12.0,"('not', 'working', 'not')",11
"('this', 'hey', 'reason')",12.0,"('in', 'please', 'fix')",11
"('this', 'link', 'see')",12.0,"('ever', 'since', 'last')",11
"('link', 'see', 'error')",12.0,"('this', 'application', 'suck')",11
"('support', 'ticket', 'hey')",12.0,"('take', 'lot', 'time')",11
"('need', 'fix', 'shit')",12.0,"('camera', 'super', 'zoomed')",11
"('fix', 'this', 'problem')",12.0,"('super', 'zoomed', 'in')",11
"('english', 'issue', 'experiencing')",12.0,"('not', 'receiving', 'notification')",11
"('version', 'application', 'let')",11.0,"('not', 'save', 'story')",11
"('application', 'let', 'know')",11.0,"('update', 'not', 'let')",11
"('please', 'try', 'different')",11.0,"('update', 'not', 'even')",11
"('try', 'different', 'connection')",11.0,"('hate', 'new', 'update')",11
"('different', 'connection', 'using')",11.0,"('not', 'getting', 'notification')",11
"('connection', 'using', 'data')",11.0,"('please', 'fix', 'snapshot')",10
"('using', 'data', 'try')",11.0,"('snap', 'chat', 'not')",10
"('data', 'try', 'switching')",11.0,"('ops', 'something', 'went')",10
"('try', 'switching', 'wifi')",11.0,"('even', 'open', 'application')",10
"('switching', 'wifi', 'vice')",11.0,"('message', 'not', 'send')",10
"('wifi', 'vice', 'versa')",11.0,"('work', 'this', 'application')",10
"('screnshot', 'error', 'message')",11.0,"('camera', 'doe', 'not')",10
"('please', 'make', 'sure')",11.0,"('this', 'newest', 'update')",10
"('third', 'party', 'aps')",11.0,"('doe', 'not', 'even')",10
"('snapchat', 'really', 'need')",11.0,"('not', 'know', 'this')",10
"('snapchat', 'memory', 'never')",10.0,"('snap', 'doe', 'not')",10
"('memory', 'never', 'fail')",10.0,"('front', 'camera', 'super')",10
"('let', 'know', 'help')",10.0,"('open', 'application', 'application')",10
"('error', 'message', 'seeing')",10.0,"('not', 'like', 'new')",10
"('this', 'link', 'this')",10.0,"('doe', 'not', 'want')",10
"('snapchat', 'fatal', 'crash')",10.0,"('please', 'help', 'fix')",10
"('fatal', 'crash', 'not')",10.0,"('take', 'long', 'load')",10
"('crash', 'not', 'quick')",10.0,"('not', 'let', 'use')",10
"('not', 'quick', 'judge')",10.0,"('update', 'suck', 'not')",10
"('log', 'in', 'hey')",10.0,"('let', 'post', 'story')",10
"('hi', 'this', 'time')",10.0,"('not', 'open', 'snap')",10
"('way', 'fix', 'this')",9.0,"('not', 'working', 'phone')",10
"('front', 'facing', 'camera')",9.0,"('went', 'wrong', 'please')",9
"('camera', 'zoomed', 'in')",9.0,"('wrong', 'please', 'try')",9
"('log', 'back', 'into')",9.0,"('application', 'keep', 'closing')",9
"('back', 'into', 'application')",9.0,"('application', 'not', 'work')",9
"('snapchat', 'please', 'fix')",9.0,"('not', 'work', 'phone')",9
"('snapchat', 'filter', 'make')",9.0,"('not', 'get', 'filter')",9
"('snapchat', 'hey', 'reason')",9.0,"('this', 'application', 'great')",9
"('this', 'link', 'need')",9.0,"('doe', 'not', 'give')",9
"('this', 'link', 'account')",9.0,"('delete', 'this', 'application')",9
"('link', 'please', 'reach')",9.0,"('go', 'back', 'old')",9
"('hey', 'having', 'trouble')",9.0,"('fix', 'new', 'update')",9
"('vice', 'versa', 'let')",8.0,"('not', 'let', 'get')",9
"('versa', 'let', 'know')",8.0,"('still', 'not', 'work')",9
"('issue', 'hey', 'reason')",8.0,"('not', 'see', 'snap')",9
"('anyone', 'know', 'fix')",8.0,"('did', 'not', 'send')",9
"('submitting', 'ticket', 'give')",8.0,"('disappointed', 'new', 'update')",9
"('ticket', 'give', 'info')",8.0,"('not', 'open', 'application')",9
"('give', 'info', 'case')",8.0,"('not', 'select', 'multiple')",9
"('info', 'case', 'help')",8.0,"('video', 'camera', 'roll')",9
"('help', 'investigate', 'issue')",8.0,"('doe', 'not', 'get')",9
"('not', 'want', 'watch')",8.0,"('new', 'update', 'trash')",9
"('resolve', 'this', 'issue')",8.0,"('not', 'letting', 'log')",9
"('snapchat', 'doe', 'not')",8.0,"('did', 'not', 'work')",9
"('may', 'want', 'try')",8.0,"('not', 'use', 'application')",9
"('fix', 'this', 'shit')",8.0,"('take', 'forever', 'load')",9
"('quick', 'judge', 'young')",8.0,"('please', 'help', 'this')",9
"('judge', 'young', 'people')",8.0,"('doe', 'not', 'open')",9
"('genderswap', 'snapchat', 'filter')",8.0,"('fix', 'this', 'bug')",9
"('hey', 'sorry', 'having')",7.0,"('not', 'let', 'login')",9
"('fix', 'this', 'soon')",7.0,"('extremely', 'zoomed', 'in')",8
"('front', 'camera', 'iphone')",7.0,"('sometimes', 'doe', 'not')",8
"('please', 'go', 'select')",7.0,"('snapshot', 'camera', 'zoomed')",8
"('problem', 'hey', 'reason')",7.0,"('this', 'last', 'update')",8
"('snapchat', 'not', 'working')",7.0,"('not', 'like', 'this')",8
"('case', 'help', 'investigate')",7.0,"('time', 'open', 'application')",8
"('this', 'link', 'hello')",7.0,"('zoomed', 'in', 'front')",8
"('going', 'fix', 'this')",7.0,"('saying', 'waiting', 'send')",8
"('first', 'make', 'sure')",7.0,"('zoomed', 'in', 'please')",8
"('make', 'sure', 'memory')",7.0,"('unfortunately', 'snapshot', 'stopped')",8
"('sure', 'memory', 'successfully')",7.0,"('snapshot', 'keep', 'crashing')",8
"('memory', 'successfully', 'backed')",7.0,"('update', 'did', 'not')",8
"('successfully', 'backed', 'also')",7.0,"('not', 'even', 'log')",8
"('backed', 'also', 'login')",7.0,"('new', 'update', 'made')",8
"('also', 'login', 'verification')",7.0,"('ever', 'since', 'new')",8
"('login', 'verification', 'enabled')",7.0,"('not', 'post', 'story')",8
"('verification', 'enabled', 'please')",7.0,"('log', 'in', 'account')",8
"('enabled', 'please', 'make')",7.0,"('this', 'doe', 'not')",8
"('make', 'sure', 'saved')",7.0,"('got', 'new', 'phone')",8
"('sure', 'saved', 'recovery')",7.0,"('new', 'phone', 'snapshot')",8
"('saved', 'recovery', 'code')",7.0,"('let', 'sign', 'in')",8
"('recovery', 'code', 'logging')",7.0,"('one', 'person', 'in')",8
"('get', 'in', 'trouble')",7.0,"('memory', 'year', 'ago')",8
"('this', 'link', 'thanks')",7.0,"('not', 'even', 'send')",8
"('camera', 'iphone', 'xr')",7.0,"('application', 'application', 'not')",8
"('third', 'party', 'application')",7.0,"('android', 'please', 'fix')",8
"('guy', 'going', 'fix')",7.0,"('message', 'doe', 'not')",8
"('fix', 'this', 'please')",7.0,"('application', 'installed', 'application')",8
"('this', 'link', 'problem')",7.0,"('not', 'get', 'memory')",8
"('account', 'got', 'locked')",7.0,"('not', 'working', 'please')",8
"('hey', 'thanks', 'reaching')",7.0,"('not', 'download', 'this')",8
"('know', 'fix', 'this')",7.0,"('application', 'not', 'get')",8
"('attempting', 'login', 'reach')",7.0,"('make', 'new', 'account')",8
"('login', 'reach', 'select')",7.0,"('latest', 'update', 'not')",8
"('unable', 'provide', 'assistance')",7.0,"('application', 'did', 'not')",8
"('fix', 'this', 'snapchat')",7.0,"('application', 'not', 'open')",8
"('soon', 'possible', 'not')",7.0,"('not', 'send', 'photo')",8
"('support', 'ticket', 'team')",7.0,"('not', 'working', 'in')",8
"('twitter', 'please', 'reach')",7.0,"('this', 'application', 'update')",7
"('twitter', 'still', 'having')",7.0,"('not', 'work', 'well')",7
"('trouble', 'logging', 'in')",7.0,"('not', 'working', 'well')",7
"('problem', 'using', 'genderswap')",7.0,"('doe', 'not', 'load')",7
"('using', 'genderswap', 'snapchat')",7.0,"('application', 'not', 'letting')",7
"('filter', 'make', 'female')",7.0,"('post', 'anything', 'story')",7
"('make', 'female', 'president')",7.0,"('samsung', 'galaxy', 'plus')",7
"('in', 'front', 'camera')",6.0,"('screen', 'go', 'black')",7
"('not', 'login', 'account')",6.0,"('this', 'not', 'even')",7
"('log', 'in', 'account')",6.0,"('not', 'work', 'this')",7
"('dm', 'screnshot', 'seeing')",6.0,"('not', 'get', 'wrong')",7
"('fix', 'soon', 'possible')",6.0,"('update', 'not', 'open')",7
"('doe', 'anyone', 'know')",6.0,"('not', 'view', 'story')",7
"('year', 'ago', 'today')",6.0,"('not', 'go', 'back')",7
"('video', 'call', 'button')",6.0,"('working', 'please', 'fix')",7
"('having', 'this', 'issue')",6.0,"('update', 'not', 'save')",7
"('having', 'trouble', 'may')",6.0,"('this', 'application', 'anymore')",7
"('want', 'try', 'logging')",6.0,"('not', 'take', 'picture')",7
"('try', 'logging', 'log')",6.0,"('problem', 'please', 'fix')",7
"('logging', 'log', 'back')",6.0,"('still', 'not', 'get')",7
"('into', 'application', 'first')",6.0,"('new', 'update', 'keep')",7
"('application', 'first', 'make')",6.0,"('new', 'update', 'this')",7
"('this', 'link', 'oh')",6.0,"('because', 'this', 'application')",7
"('not', 'third', 'party')",6.0,"('updated', 'application', 'application')",7
"('fix', 'this', 'not')",6.0,"('not', 'let', 'record')",7
"('young', 'people', 'via')",6.0,"('go', 'back', 'normal')",7
"('not', 'know', 'fix')",6.0,"('uninstaled', 'installed', 'application')",7
"('make', 'new', 'account')",6.0,"('not', 'see', 'picture')",7
"('thanks', 'reaching', 'please')",6.0,"('this', 'please', 'fix')",7
"('reaching', 'please', 'dm')",6.0,"('doe', 'not', 'support')",7
"('contact', 'internet', 'service')",6.0,"('not', 'even', 'sign')",7
"('internet', 'service', 'provider')",6.0,"('video', 'doe', 'not')",7
"('log', 'into', 'snapchat')",6.0,"('update', 'not', 'working')",7
"('need', 'fix', 'application')",6.0,"('picture', 'camera', 'roll')",7
"('this', 'link', 'still')",6.0,"('not', 'show', 'anymore')",7
"('having', 'trouble', 'logging')",6.0,"('not', 'let', 'sign')",7
"('ticket', 'team', 'get')",6.0,"('not', 'work', 'please')",7
"('unfortunately', 'due', 'account')",6.0,"('still', 'not', 'fixed')",7
"('due', 'account', 'security')",6.0,"('message', 'sent', 'friend')",7
"('account', 'security', 'unable')",6.0,"('send', 'snap', 'not')",7
"('security', 'unable', 'provide')",6.0,"('memory', 'camera', 'roll')",7
"('thanks', 'hey', 'reason')",6.0,"('update', 'new', 'update')",7
"('help', 'fix', 'this')",6.0,"('not', 'install', 'this')",7
"('issue', 'experiencing', 'hey')",6.0,"('soon', 'possible', 'please')",7
"('application', 'hey', 'reason')",6.0,"('not', 'let', 'install')",7
"('soon', 'possible', 'please')",6.0,"('update', 'still', 'not')",7
"('provide', 'assistance', 'twitter')",6.0,"('try', 'log', 'in')",7
"('assistance', 'twitter', 'please')",6.0,"('worst', 'application', 'not')",7
"('seeing', 'people', 'story')",6.0,"('not', 'work', 'android')",7
"('around', 'snapchat', 'filter')",6.0,"('waiting', 'send', 'not')",7
"('snapchat', 'update', 'garbage')",6.0,"('not', 'use', 'snapshot')",7
"('update', 'garbage', 'instagram')",6.0,"('snap', 'not', 'open')",7
"('garbage', 'instagram', 'try')",6.0,"('log', 'into', 'account')",7
"('instagram', 'try', 'social')",6.0,"('everytime', 'open', 'application')",7
"('try', 'social', 'facebok')",6.0,"('please', 'help', 'not')",7
"('social', 'facebok', 'mainly')",6.0,"('not', 'able', 'use')",7
"('facebok', 'mainly', 'used')",6.0,"('let', 'open', 'application')",7
"('mainly', 'used', 'senior')",6.0,"('application', 'every', 'time')",7
"('used', 'senior', 'twitter')",6.0,"('still', 'not', 'let')",7
"('senior', 'twitter', 'man')",6.0,"('not', 'let', 'see')",7
"('twitter', 'man', 'twitter')",6.0,"('please', 'fix', 'problem')",7
"('man', 'twitter', 'stayed')",6.0,"('not', 'send', 'anything')",7
"('twitter', 'stayed', 'homie')",6.0,"('filter', 'please', 'fix')",7
"('stayed', 'homie', 'life')",6.0,"('not', 'open', 'snapshot')",7
"('homie', 'life', 'anybody')",6.0,"('need', 'fix', 'this')",7
"('life', 'anybody', 'remember')",6.0,"('not', 'let', 'delete')",7
"('anybody', 'remember', 'time')",6.0,"('application', 'not', 'know')",7
"('remember', 'time', 'twitter')",6.0,"('this', 'application', 'use')",7
"('time', 'twitter', 'bad')",6.0,"('say', 'something', 'went')",7
"('twitter', 'bad', 'know')",6.0,"('not', 'work', 'application')",7
"('this', 'soon', 'possible')",5.0,"('not', 'even', 'work')",6
"('snapchat', 'not', 'know')",5.0,"('not', 'get', 'back')",6
"('go', 'select', 'snapstreaks')",5.0,"('doe', 'not', 'change')",6
"('select', 'snapstreaks', 'disappeared')",5.0,"('this', 'application', 'would')",6
"('please', 'send', 'dm')",5.0,"('update', 'application', 'not')",6
"('logging', 'in', 'account')",5.0,"('this', 'application', 'trash')",6
"('having', 'trouble', 'sending')",5.0,"('not', 'find', 'trophy')",6
"('seeing', 'try', 'log')",5.0,"('snap', 'not', 'let')",6
"('not', 'even', 'use')",5.0,"('having', 'this', 'issue')",6
"('make', 'new', 'one')",5.0,"('would', 'give', 'star')",6
"('doe', 'not', 'work')",5.0,"('memory', 'doe', 'not')",6
"('via', 'email', 'quickly')",5.0,"('take', 'long', 'time')",6
"('email', 'quickly', 'possible')",5.0,"('back', 'old', 'version')",6
"('quickly', 'possible', 'thanks')",5.0,"('not', 'android', 'friendly')",6
"('possible', 'thanks', 'patience')",5.0,"('snapshot', 'fix', 'this')",6
"('want', 'watch', 'story')",5.0,"('camera', 'roll', 'not')",6
"('never', 'fail', 'make')",5.0,"('this', 'application', 'crash')",6
"('receiving', 'error', 'message')",5.0,"('please', 'please', 'fix')",6
"('gon', 'na', 'fix')",5.0,"('message', 'please', 'fix')",6
"('having', 'issue', 'snapchat')",5.0,"('chat', 'not', 'send')",6
"('please', 'let', 'know')",5.0,"('time', 'please', 'fix')",6
"('trouble', 'may', 'want')",5.0,"('not', 'see', 'typing')",6
"('sorry', 'hear', 'this')",5.0,"('hate', 'this', 'new')",6
"('this', 'problem', 'hey')",5.0,"('this', 'application', 'still')",6
"('solve', 'this', 'problem')",5.0,"('issue', 'front', 'facing')",6
"('fix', 'this', 'bug')",5.0,"('photo', 'camera', 'roll')",6
"('select', 'option', 'match')",5.0,"('video', 'longer', 'second')",6
"('option', 'match', 'issue')",5.0,"('new', 'version', 'snapshot')",6
"('in', 'real', 'life')",5.0,"('feature', 'doe', 'not')",6
"('unfortunately', 'not', 'able')",5.0,"('got', 'new', 'update')",6
"('fix', 'zoom', 'problem')",5.0,"('not', 'get', 'snapshot')",6
"('zoom', 'problem', 'in')",5.0,"('still', 'not', 'working')",6
"('problem', 'in', 'front')",5.0,"('not', 'able', 'send')",6
"('need', 'help', 'something')",5.0,"('not', 'able', 'get')",6
"('help', 'something', 'else')",5.0,"('please', 'fix', 'new')",6
"('this', 'link', 'issue')",5.0,"('this', 'application', 'take')",6
"('head', 'select', 'account')",5.0,"('doe', 'not', 'post')",6
"('message', 'seeing', 'attempting')",5.0,"('say', 'coming', 'soon')",6
"('device', 'may', 'fail')",5.0,"('deleting', 'this', 'application')",6
"('may', 'fail', 'work')",5.0,"('also', 'not', 'let')",6
"('fail', 'work', 'snapchat')",5.0,"('open', 'application', 'not')",6
"('work', 'snapchat', 'even')",5.0,"('camera', 'roll', 'memory')",6
"('snapchat', 'even', 'official')",5.0,"('this', 'update', 'not')",6
"('even', 'official', 'application')",5.0,"('not', 'show', 'memory')",6
"('may', 'want', 'contact')",5.0,"('log', 'in', 'new')",6
"('want', 'contact', 'internet')",5.0,"('could', 'not', 'get')",6
"('not', 'go', 'away')",5.0,"('log', 'in', 'not')",6
"('in', 'hey', 'reason')",5.0,"('please', 'fix', 'filter')",6
"('yes', 'submit', 'ticket')",5.0,"('snapshot', 'new', 'update')",6
"('trouble', 'hey', 'reason')",5.0,"('new', 'update', 'horrible')",6
"('people', 'story', 'time')",5.0,"('way', 'fix', 'this')",6
"('every', 'time', 'try')",5.0,"('not', 'let', 'take')",6
"('this', 'link', 'reason')",5.0,"('snap', 'not', 'load')",6
"('link', 'reason', 'account')",5.0,"('anything', 'please', 'fix')",6
"('wifi', 'mobile', 'data')",5.0,"('application', 'this', 'new')",6
"('need', 'fix', 'snapchat')",5.0,"('soon', 'possible', 'not')",6
"('back', 'into', 'account')",5.0,"('not', 'let', 'view')",6
"('additional', 'support', 'twitter')",5.0,"('get', 'this', 'application')",6
"('support', 'twitter', 'still')",5.0,"('send', 'please', 'fix')",6
"('this', 'new', 'snapchat')",5.0,"('really', 'zoomed', 'in')",6
"('try', 'use', 'snapchat')",5.0,"('this', 'issue', 'not')",6
"('snapchat', 'need', 'get')",5.0,"('in', 'new', 'update')",6
"('logging', 'in', 'snapchat')",5.0,"('social', 'medium', 'application')",6
"('link', 'snapchat', 'memory')",5.0,"('new', 'update', 'android')",6
"('play', 'around', 'snapchat')",5.0,"('not', 'even', 'download')",6
"('try', 'look', 'like')",5.0,"('new', 'update', 'new')",6
"('this', 'link', 'tried')",5.0,"('take', 'long', 'download')",6
"('bad', 'know', 'not')",5.0,"('not', 'work', 'samsung')",6
"('snapchat', 'filter', 'going')",5.0,"('letting', 'log', 'in')",6
"('time', 'please', 'fix')",5.0,"('this', 'application', 'time')",6
,,"('say', 'failed', 'send')",6
,,"('every', 'single', 'time')",6
,,"('update', 'not', 'use')",6
,,"('install', 'this', 'application')",6
,,"('not', 'sign', 'in')",6
,,"('in', 'application', 'not')",6
,,"('instal', 'deinstal', 'application')",6
,,"('getting', 'worse', 'worse')",6
,,"('this', 'latest', 'update')",6
,,"('this', 'worst', 'application')",6
,,"('not', 'unload', 'picture')",6
,,"('not', 'fix', 'notification')",6
,,"('fix', 'notification', 'issue')",6
,,"('update', 'not', 'good')",6
,,"('camera', 'quality', 'not')",6
,,"('ever', 'since', 'this')",6
,,"('tried', 'uninstaling', 'installing')",6
,,"('get', 'notification', 'someone')",6
,,"('could', 'not', 'send')",6
,,"('in', 'chat', 'not')",6
,,"('get', 'notification', 'snap')",6
,,"('new', 'update', 'got')",6
,,"('not', 'use', 'new')",6
,,"('application', 'application', 'still')",6
,,"('not', 'working', 'android')",6
,,"('help', 'this', 'application')",6
,,"('used', 'this', 'application')",6
,,"('not', 'see', 'anything')",6
,,"('not', 'go', 'away')",6
,,"('good', 'application', 'spite')",6
,,"('application', 'spite', 'new')",6
,,"('spite', 'new', 'update')",6
,,"('new', 'update', 'force')",6
,,"('update', 'force', 'reboot')",6
,,"('force', 'reboot', 'samsung')",6
,,"('reboot', 'samsung', 'galaxy')",6
,,"('want', 'post', 'multi')",6
,,"('post', 'multi', 'snap')",6
,,"('multi', 'snap', 'story')",6
,,"('not', 'even', 'load')",6
,,"('phone', 'home', 'screen')",6
,,"('person', 'in', 'list')",6
,,"('this', 'application', 'much')",6
,,"('please', 'try', 'later')",6
,,"('gender', 'swap', 'doe')",6
,,"('saved', 'snap', 'not')",5
,,"('would', 'not', 'work')",5
,,"('bug', 'please', 'fix')",5
,,"('time', 'new', 'update')",5
,,"('not', 'open', 'this')",5
,,"('because', 'new', 'update')",5
,,"('not', 'work', 'in')",5
,,"('time', 'this', 'application')",5
,,"('open', 'application', 'keep')",5
,,"('since', 'latest', 'update')",5
,,"('snap', 'not', 'show')",5
,,"('waiting', 'send', 'message')",5
,,"('memory', 'this', 'day')",5
,,"('not', 'letting', 'post')",5
,,"('option', 'doe', 'not')",5
,,"('doe', 'not', 'come')",5
,,"('new', 'update', 'camera')",5
,,"('since', 'recent', 'update')",5
,,"('save', 'entire', 'story')",5
,,"('fix', 'front', 'camera')",5
,,"('crash', 'please', 'fix')",5
,,"('galaxy', 'front', 'facing')",5
,,"('camera', 'quality', 'suck')",5
,,"('post', 'video', 'story')",5
,,"('not', 'unload', 'video')",5
,,"('worse', 'every', 'update')",5
,,"('in', 'wrong', 'order')",5
,,"('not', 'know', 'happened')",5
,,"('in', 'last', 'update')",5
,,"('issue', 'this', 'application')",5
,,"('this', 'application', 'one')",5
,,"('phone', 'please', 'fix')",5
,,"('until', 'recent', 'update')",5
,,"('camera', 'quality', 'still')",5
