trigrams_tweets,frequency,trigrams_reviews,frequency_reviews
"('unlock', 'account', 'this')",666.0,"('please', 'fix', 'this')",188
"('snapchat', 'unable', 'unlock')",665.0,"('doe', 'not', 'work')",116
"('unable', 'unlock', 'account')",665.0,"('this', 'new', 'update')",74
"('team', 'snapchat', 'unable')",664.0,"('new', 'update', 'not')",65
"('account', 'this', 'time')",664.0,"('camera', 'zoomed', 'in')",63
"('generic', 'login', 'error')",661.0,"('this', 'application', 'not')",59
"('login', 'error', 'message')",661.0,"('front', 'facing', 'camera')",55
"('error', 'message', 'check')",661.0,"('love', 'this', 'application')",50
"('message', 'check', 'this')",661.0,"('this', 'application', 'this')",39
"('check', 'this', 'link')",661.0,"('application', 'this', 'application')",39
"('learn', 'team', 'snapchat')",660.0,"('application', 'doe', 'not')",36
"('seeing', 'generic', 'login')",660.0,"('filter', 'not', 'work')",36
"('this', 'time', 'seeing')",659.0,"('new', 'update', 'suck')",36
"('time', 'seeing', 'generic')",659.0,"('doe', 'not', 'let')",34
"('could', 'locked', 'learn')",657.0,"('not', 'send', 'snap')",32
"('locked', 'learn', 'team')",657.0,"('doe', 'not', 'show')",32
"('reason', 'account', 'could')",656.0,"('let', 'log', 'in')",31
"('account', 'could', 'locked')",656.0,"('filter', 'not', 'working')",31
"('hey', 'reason', 'account')",447.0,"('update', 'doe', 'not')",30
"('this', 'link', 'hey')",184.0,"('since', 'last', 'update')",29
"('see', 'error', 'message')",183.0,"('log', 'back', 'in')",29
"('select', 'account', 'login')",140.0,"('worst', 'application', 'ever')",29
"('login', 'see', 'error')",139.0,"('fix', 'this', 'issue')",27
"('account', 'login', 'see')",138.0,"('not', 'let', 'log')",27
"('error', 'message', 'log')",138.0,"('update', 'this', 'application')",26
"('message', 'log', 'in')",138.0,"('zoomed', 'in', 'not')",26
"('reach', 'select', 'account')",132.0,"('not', 'working', 'properly')",26
"('please', 'reach', 'select')",125.0,"('not', 'let', 'send')",26
"('log', 'in', 'select')",103.0,"('not', 'get', 'notification')",25
"('in', 'select', 'yes')",103.0,"('application', 'not', 'let')",25
"('select', 'yes', 'submit')",103.0,"('not', 'log', 'in')",25
"('link', 'hey', 'reason')",102.0,"('something', 'went', 'wrong')",24
"('yes', 'submit', 'support')",96.0,"('not', 'even', 'open')",24
"('submit', 'support', 'ticket')",96.0,"('please', 'fix', 'not')",24
"('team', 'get', 'back')",65.0,"('fix', 'soon', 'possible')",23
"('get', 'back', 'via')",64.0,"('since', 'new', 'update')",23
"('back', 'via', 'email')",64.0,"('fix', 'this', 'application')",23
"('via', 'email', 'soon')",57.0,"('please', 'fix', 'soon')",22
"('email', 'soon', 'possible')",57.0,"('like', 'this', 'application')",22
"('ticket', 'member', 'team')",52.0,"('still', 'doe', 'not')",21
"('member', 'team', 'get')",52.0,"('use', 'this', 'application')",21
"('this', 'link', 'snapchat')",48.0,"('every', 'time', 'try')",21
"('support', 'ticket', 'member')",48.0,"('application', 'not', 'even')",20
"('still', 'having', 'trouble')",47.0,"('this', 'soon', 'possible')",20
"('snapchat', 'need', 'fix')",44.0,"('way', 'zoomed', 'in')",20
"('error', 'message', 'attempting')",43.0,"('application', 'not', 'working')",19
"('message', 'attempting', 'login')",42.0,"('snapshot', 'not', 'let')",19
"('sorry', 'hear', 'having')",39.0,"('not', 'let', 'post')",19
"('hear', 'having', 'trouble')",38.0,"('fix', 'this', 'soon')",18
"('please', 'fix', 'this')",38.0,"('fix', 'this', 'problem')",18
"('need', 'fix', 'this')",38.0,"('not', 'send', 'message')",18
"('having', 'trouble', 'please')",37.0,"('fix', 'this', 'not')",18
"('login', 'please', 'reach')",36.0,"('doe', 'not', 'allow')",18
"('attempting', 'login', 'please')",35.0,"('new', 'update', 'doe')",18
"('trouble', 'please', 'reach')",32.0,"('download', 'this', 'application')",18
"('having', 'trouble', 'adding')",27.0,"('new', 'filter', 'not')",18
"('trouble', 'adding', 'friend')",27.0,"('select', 'multiple', 'snap')",17
"('sure', 'strong', 'network')",26.0,"('not', 'let', 'open')",17
"('snapchat', 'account', 'limited')",26.0,"('ever', 'since', 'update')",17
"('account', 'limited', 'having')",26.0,"('last', 'update', 'not')",16
"('limited', 'having', 'friend')",26.0,"('doe', 'not', 'send')",16
"('having', 'friend', 'time')",26.0,"('please', 'fix', 'application')",16
"('limit', 'many', 'people')",26.0,"('application', 'keep', 'crashing')",16
"('many', 'people', 'add')",26.0,"('application', 'please', 'fix')",16
"('hey', 'sorry', 'hear')",25.0,"('snap', 'not', 'send')",16
"('adding', 'friend', 'make')",25.0,"('fix', 'this', 'please')",15
"('friend', 'make', 'sure')",25.0,"('front', 'camera', 'zoomed')",15
"('make', 'sure', 'strong')",25.0,"('not', 'even', 'let')",15
"('note', 'snapchat', 'account')",25.0,"('not', 'even', 'get')",15
"('friend', 'time', 'however')",25.0,"('not', 'let', 'download')",15
"('time', 'however', 'limit')",25.0,"('using', 'this', 'application')",15
"('however', 'limit', 'many')",25.0,"('open', 'this', 'application')",14
"('hope', 'this', 'help')",25.0,"('facing', 'camera', 'zoomed')",14
"('strong', 'network', 'entering')",24.0,"('not', 'work', 'not')",14
"('network', 'entering', 'username')",24.0,"('not', 'even', 'use')",14
"('entering', 'username', 'correctly')",24.0,"('camera', 'way', 'zoomed')",14
"('people', 'add', 'hope')",24.0,"('snapshot', 'please', 'fix')",14
