trigrams_tweets,frequency,trigrams_reviews,frequency_reviews
,,"('not', 'letting', 'comment')",5
,,"('doe', 'not', 'help')",5
,,"('picture', 'in', 'messenger')",5
,,"('take', 'long', 'time')",5
,,"('notification', 'not', 'not')",5
,,"('receive', 'login', 'code')",5
,,"('even', 'let', 'log')",5
,,"('maintenance', 'back', 'in')",5
,,"('post', 'not', 'post')",5
,,"('post', 'share', 'comment')",5
,,"('even', 'like', 'post')",5
,,"('faceon', 'update', 'faceon')",5
,,"('application', 'uninstaled', 'installed')",5
,,"('give', 'zero', 'star')",5
,,"('go', 'into', 'application')",5
,,"('new', 'update', 'terrible')",5
,,"('update', 'terrible', 'not')",5
,,"('getting', 'worse', 'every')",5
,,"('get', 'together', 'faceon')",5
,,"('something', 'wrong', 'faceon')",5
,,"('wrong', 'faceon', 'please')",5
,,"('since', 'newest', 'update')",5
,,"('faceon', 'not', 'unload')",5
,,"('update', 'still', 'not')",5
,,"('application', 'not', 'log')",5
,,"('not', 'able', 'comment')",5
,,"('comment', 'react', 'post')",5
,,"('anything', 'not', 'let')",5
,,"('back', 'news', 'feed')",5
,,"('not', 'let', 'add')",5
,,"('able', 'post', 'anything')",5
,,"('comment', 'like', 'share')",5
,,"('not', 'mention', 'not')",5
,,"('latest', 'update', 'video')",5
,,"('new', 'update', 'doe')",5
,,"('video', 'doe', 'not')",5
,,"('not', 'loading', 'properly')",5
,,"('stupid', 'update', 'not')",5
,,"('doe', 'work', 'not')",5
,,"('not', 'post', 'in')",5
,,"('update', 'not', 'use')",5
,,"('not', 'working', 'in')",5
,,"('notification', 'doe', 'not')",5
,,"('able', 'log', 'back')",5
,,"('not', 'even', 'like')",5
,,"('one', 'having', 'problem')",5
,,"('fix', 'this', 'new')",5
,,"('update', 'make', 'this')",5
,,"('update', 'get', 'worse')",5
,,"('not', 'share', 'photo')",5
,,"('anything', 'not', 'like')",5
,,"('not', 'like', 'react')",5
,,"('comment', 'not', 'open')",5
,,"('problem', 'since', 'last')",5
,,"('post', 'like', 'share')",5
,,"('photo', 'album', 'in')",5
,,"('application', 'not', 'get')",5
,,"('could', 'not', 'unload')",5
,,"('faceon', 'back', 'soon')",5
,,"('every', 'week', 'update')",5
,,"('update', 'every', 'day')",5
,,"('really', 'need', 'get')",5
,,"('application', 'would', 'not')",5
,,"('application', 'update', 'application')",5
,,"('nothing', 'working', 'not')",5
,,"('comment', 'anything', 'not')",5
,,"('account', 'not', 'get')",5
,,"('saying', 'failed', 'post')",5
,,"('problem', 'faceon', 'not')",5
,,"('in', 'not', 'post')",5
,,"('not', 'get', 'this')",5
,,"('social', 'medium', 'platform')",5
,,"('recent', 'news', 'feed')",5
,,"('load', 'this', 'application')",5
,,"('much', 'space', 'much')",5
,,"('not', 'see', 'friend')",5
,,"('last', 'update', 'unable')",5
,,"('update', 'application', 'keep')",5
,,"('log', 'in', 'back')",5
,,"('please', 'please', 'please')",5
,,"('in', 'group', 'still')",5
,,"('notification', 'not', 'load')",5
,,"('error', 'message', 'faceon')",5
,,"('did', 'not', 'even')",5
,,"('not', 'let', 'use')",5
,,"('not', 'see', 'people')",5
,,"('application', 'keep', 'saying')",5
,,"('new', 'phone', 'not')",5
,,"('video', 'in', 'faceon')",5
,,"('not', 'know', 'wrong')",5
,,"('this', 'not', 'good')",5
,,"('update', 'notification', 'not')",5
,,"('sometimes', 'doe', 'not')",5
,,"('bug', 'need', 'fixed')",5
,,"('please', 'help', 'application')",5
,,"('video', 'not', 'playing')",5
,,"('latest', 'update', 'unable')",5
,,"('half', 'time', 'not')",5
,,"('update', 'bad', 'not')",5
,,"('not', 'work', 'application')",5
,,"('newest', 'update', 'not')",5
,,"('faceon', 'marketplace', 'not')",5
,,"('application', 'crash', 'every')",5
,,"('this', 'application', 'worse')",5
,,"('phone', 'not', 'get')",5
,,"('faceon', 'still', 'not')",5
,,"('anything', 'faceon', 'not')",5
,,"('people', 'friend', 'list')",5
,,"('showing', 'notification', 'not')",5
,,"('issue', 'application', 'not')",5
,,"('see', 'new', 'post')",5
,,"('comment', 'not', 'even')",5
,,"('issue', 'soon', 'possible')",5
,,"('group', 'amin', 'saying')",5
,,"('nothing', 'wrong', 'internet')",5
,,"('not', 'like', 'faceon')",5
,,"('application', 'not', 'know')",5
,,"('update', 'not', 'good')",5
,,"('faceon', 'not', 'like')",5
,,"('show', 'recent', 'post')",5
,,"('notification', 'multiple', 'time')",5
,,"('like', 'anything', 'not')",5
,,"('get', 'worse', 'every')",5
,,"('not', 'post', 'post')",5
,,"('having', 'issue', 'application')",5
,,"('place', 'not', 'load')",5
,,"('notification', 'click', 'notification')",5
,,"('not', 'know', 'problem')",5
,,"('comment', 'not', 'post')",5
,,"('notification', 'this', 'application')",5
,,"('not', 'let', 'go')",5
,,"('post', 'comment', 'not')",5
,,"('not', 'sending', 'code')",5
,,"('not', 'show', 'notification')",5
,,"('version', 'not', 'good')",5
,,"('this', 'issue', 'faceon')",5
,,"('in', 'new', 'update')",5
,,"('not', 'show', 'in')",5
,,"('not', 'find', 'marketplace')",5
,,"('not', 'download', 'faceon')",5
,,"('not', 'let', 'delete')",5
,,"('crash', 'every', 'time')",5
,,"('not', 'like', 'new')",5
,,"('get', 'in', 'faceon')",5
,,"('this', 'faceon', 'not')",5
,,"('not', 'working', 'faceon')",5
,,"('faceon', 'application', 'always')",5
,,"('another', 'faceon', 'account')",5
,,"('not', 'responding', 'please')",5
,,"('this', 'application', 'yesterday')",5
,,"('in', 'comment', 'section')",5
,,"('update', 'not', 'access')",5
,,"('group', 'please', 'fix')",5
,,"('update', 'update', 'update')",5
,,"('even', 'though', 'already')",5
,,"('please', 'fix', 'latest')",5
,,"('faceon', 'account', 'this')",5
,,"('old', 'post', 'not')",5
,,"('post', 'not', 'show')",5
,,"('update', 'this', 'update')",5
,,"('faceon', 'many', 'time')",5
,,"('doe', 'not', 'appear')",5
,,"('video', 'start', 'playing')",5
,,"('video', 'news', 'feed')",5
,,"('someone', 'doe', 'buy')",5
,,"('doe', 'buy', 'seller')",5
,,"('latest', 'update', 'doe')",5
,,"('issue', 'faceon', 'application')",5
,,"('application', 'phone', 'not')",5
,,"('faceon', 'application', 'this')",5
,,"('application', 'show', 'notification')",5
,,"('picture', 'fix', 'photo')",5
,,"('fix', 'photo', 'cover')",5
,,"('new', 'update', 'video')",5
,,"('close', 'application', 'open')",5
,,"('not', 'able', 'view')",5
,,"('not', 'access', 'faceon')",5
,,"('market', 'place', 'reason')",5
,,"('not', 'work', 'anymore')",5
,,"('guy', 'owns', 'faceon')",5
,,"('owns', 'faceon', 'ever')",5
,,"('faceon', 'ever', 'get')",5
,,"('ever', 'get', 'hand')",5
,,"('get', 'hand', 'mark')",5
,,"('hand', 'mark', 'zuckerberg')",5
,,"('not', 'delete', 'this')",5
,,"('faceon', 'last', 'update')",5
,,"('account', 'not', 'working')",5
,,"('application', 'recent', 'update')",5
,,"('faceon', 'not', 'open')",5
,,"('account', 'doe', 'not')",5
,,"('not', 'open', 'picture')",5
,,"('not', 'user', 'friendly')",5
,,"('location', 'service', 'not')",5
,,"('photo', 'tab', 'in')",5
,,"('tab', 'in', 'group')",5
