tweet-id,timestamp,text,app_name,comment,bug_report
1.12E+18,2019-04-25 17:18,@messenger Hi.  Having trouble accessing messenger & it states my account is not recognised. Help.,messenger,"['having_trouble', 'access', 'messenger', 'state', 'account', 'be', 'not', 'recognise', 'help']",1
1.12E+18,2019-04-24 23:58,Y'all don't respond to issue reports so why bother,messenger,"['do', 'not', 'respond', 'issue', 'report', 'bother']",1
1.12E+18,2019-04-23 5:07,"I have, and sent an email as well. Is it a bug, and are you working on fixing it? I really miss my colors!",messenger,"['have', 'send', 'email', 'be', 'bug', 'work', 'fix', 'really', 'miss', 'color']",1
1.12E+18,2019-04-22 16:33,@messenger Hello! It seems to be impossible to click on a link given by a bot on Messenger Lite. Could you fix that? Cheers!,messenger,"['seem', 'impossible', 'click', 'link', 'give', 'bot', 'messenger', 'lite', 'could', 'fix', 'cheer']",1
1.12E+18,2019-04-22 0:11,@messenger your app’s crashing on iOS. Can’t send a single message. Please fix ASAP!,messenger,"['app', 'crash', 'io', 'send', 'single', 'message', 'fix', 'asap']",1
1.12E+18,2019-04-19 22:25,"@messenger Having a problem with the latest update (?). On iOS messenger crashes on launch. Have tried force closing, restarting the iPhone, and uninstall/reinstall to no avail. Is this a known issue?",messenger,"['have', 'problem', 'latest_update', 'io', 'messenger', 'crash', 'launch', 'have', 'try', 'force', 'closing', 'restart', 'iphone', 'uninstall', 'reinstall', 'avail', 'be', 'know', 'issue']",1
1.12E+18,2019-04-18 15:26,@messenger can you please fix my messenger app the colors of the chats are gone ,messenger,"['fix', 'messenger', 'app', 'color', 'chat', 'go']",1
1.12E+18,2019-04-16 1:25,"@messenger why don't you ever respond when problems are reported? Seriously, thanks for making a note of the problem now let's take that extra step.",messenger,"['do', 'not', 'ever', 'respond', 'problem', 'report', 'seriously', 'thank', 'make', 'note', 'problem', 'let', 'take', 'extra', 'step']",1
1.12E+18,2019-04-15 1:50,@messenger can you please fix your app? Haven’t been able to see any conversations since yesterday afternoon ,messenger,"['fix', 'app', 'be', 'able', 'see', 'conversation', 'yesterday', 'afternoon']",1
1.12E+18,2019-04-14 12:37,@messenger can you please fix yourself thank you,messenger,"['fix', 'thank']",1
1.12E+18,2019-04-14 12:34,"@messenger Hey, fix the messenger 'coz its not working~~~`",messenger,"['fix', 'messenger', 'coz', 'not', 'work']",1
1.12E+18,2019-04-14 12:31,@messenger can u fix dis na ASAP please ,messenger,"['fix', 'dis', 'na']",1
1.12E+18,2019-04-14 12:24,"@messenger @facebook Messenger in Brazil is down Error, omg",messenger,"['messenger', 'brazil', 'be', 'error', 'omg']",1
1.12E+18,2019-04-14 12:20,"@messenger your app is lagging or sumn, do some magic & fix it ",messenger,"['app', 'be', 'lag', 'sumn', 'do', 'magic', 'fix']",1
1.12E+18,2019-04-14 12:07,"@messenger What is happening with the app, pls fix asap",messenger,"['be', 'happen', 'app', 'pls', 'fix', 'asap']",1
1.12E+18,2019-04-14 11:47,"@messenger Messenger, whatsapp and instagram are down. Please fix them as soon as possible! From: Malaysia",messenger,"['messenger', 'whatsapp', 'instagram', 'fix', 'malaysia']",1
1.12E+18,2019-04-14 11:37,"@messenger the app has been connecting for hours but nothing changes. I've reinstalled, cleared my cache partition, and reset network settings. What else do I do is there a fix for this?",messenger,"['app', 'be', 'connect', 'hour', 'nothing', 'change', 'have', 'reinstall', 'cleared', 'cache', 'partition', 'reset', 'network', 'setting', 'else', 'do', 'do', 'be', 'fix']",1
1.12E+18,2019-04-14 11:21,@messenger what’s up. What’s the problem this time,messenger,"['problem', 'time']",1
1.12E+18,2019-04-13 9:54,"@messenger Hi, what happened to Android messenger? Since yesterday I am not able to change chat colors and even nicknames were deleted and only real names are shown. I am using version 210 and I am really not the only one who has this problem.",messenger,"['happen', 'android', 'messenger', 'yesterday', 'not', 'able', 'change', 'chat', 'color', 'even', 'nickname', 'delete', 'real', 'name', 'show', 'use', 'version', 'really', 'not', 'problem']",1
1.12E+18,2019-04-12 21:05,"@messenger Help, I've lost my chatcolours. I don't even have the option in settings? My friends can edit them but I stay blue, except on my laptop, they come through on that.. Fix it please!",messenger,"['help', 'have', 'lose', 'chatcolour', 'do', 'not', 'even', 'have', 'option', 'setting', 'friend', 'edit', 'stay', 'blue', 'laptop', 'come', 'fix']",1
1.12E+18,2019-04-12 14:46,@messenger my colors are all gone! I can't customize chat colors anymore. Is this a bug? Im sad. Please fix,messenger,"['color', 'go', 'can', 'not', 'customize', 'chat', 'color', 'anymore', 'be', 'bug', 'be', 'sad', 'fix']",1
1.12E+18,2019-04-11 7:34,"@Messenger has a bug today. When typing a text, the letters sometimes change their position.

P.S. I assume that soon Messenger will introduce some new text-related functionality.

#Messenger",messenger,"['bug', 'today', 'type', 'text', 'letter', 'sometimes', 'change', 'position', 'assume', 'soon', 'messenger', 'introduce', 'new', 'text', 'relate', 'functionality', 'messenger']",1
1.12E+18,2019-04-11 7:09,"Oh wow, thanks so much for responding! In the grand scheme of things it isn’t the biggest problem, but it would be helpful to be able to undo the automatic emoji change when we’d like :)",messenger,"['much', 'respond', 'grand', 'scheme', 'thing', 'big', 'problem', 'would', 'helpful', 'able', 'undo', 'automatic', 'emoji', 'change']",1
1.12E+18,2019-04-10 19:29,@messenger is still not working. The sent and received light's not coming on even when the recipient's online. This has been going on for almost 6 months and is now getting to be a problem!,messenger,"['be', 'still', 'not', 'work', 'send', 'receive', 'light', 'not', 'come', 'even', 'recipient', 'online', 'be', 'go', 'almost', 'month', 'be', 'get', 'problem']",1
